segment_id,highway,name,length
175,residential,,0.07513787019136148
176,residential,,0.7106561975744544
177,residential,,0.9338784004832956
178,service,,0.021252489853902625
179,residential,,0.15214952466289391
180,residential,,0.19291872566054036
181,service,,0.21797052916562254
182,residential,,0.21249574281101455
183,residential,,0.09988693837652922
184,residential,,0.04033692161985667
185,residential,,0.1366307296114541
186,residential,,0.06835530399843516
187,residential,,0.7432557805079703
188,residential,,0.04650758570409964
189,residential,,0.0269291783246913
190,residential,,0.008023566154238484
191,residential,,0.050870057227291716
192,residential,,0.08060395084409451
193,residential,,0.05314492770714791
194,residential,,0.12016349251984597
195,residential,,0.08211807384694025
196,unclassified,,0.5281515631341505
197,tertiary,,0.007713427152624299
198,residential,,0.12826483046082604
199,residential,,0.20191792202223383
200,residential,,0.3601080400172858
201,residential,,0.5035555414707077
202,residential,,0.20360227215478677
203,residential,,0.08998840321106846
204,tertiary,2nd Avenue,0.07647966055585445
205,residential,,0.2435932942395488
206,residential,,0.031079180103425686
207,residential,,0.11577915108875363
208,residential,Ú©ÙØ¢Ù¾Ø±ÛÙ¹Ù ÛØ§Ø¤Ø³ÙÚ¯ Ø³ÙØ³Ø§Ø¦Ù¹Û,0.4009295098138462
209,residential,,0.2770385281341243
210,tertiary,2nd Avenue,0.20120307498685566
211,residential,,0.2025532878707196
212,residential,,0.1671756355494687
213,residential,,0.17116696077952717
214,residential,,0.12070539760476014
215,residential,,0.3351586983547024
216,residential,,0.3346250226080931
217,residential,,0.24143328882073958
218,residential,,0.3778763614416423
219,residential,West Canal Bank Road,1.7371571950257663
220,residential,,0.45643453889706265
221,residential,,0.14948579804139286
222,residential,,0.16579280091824744
223,residential,,0.18839703187482257
224,residential,,0.025484269929576756
225,residential,,0.41617935854834526
226,residential,,0.3095949420056467
227,residential,,0.1401733051843083
228,residential,,0.18697320145220553
229,residential,,0.17013657494906909
230,residential,Cop Housing socity,0.06218995734756299
231,residential,Cop Housing socity,0.22305135284065386
232,residential,,0.4325571127429523
233,residential,,0.20259767597955136
234,residential,,0.16949432567174505
235,service,,0.04731732214159007
236,residential,,0.308532800120364
237,tertiary,2nd Avenue,0.1990946879910012
238,primary_link,,0.08409327462724238
239,service,,0.22592097704074035
240,residential,,0.2034919805272554
241,service,,0.05430762186246036
242,residential,,0.4351691502644905
243,residential,,0.18395976280730256
244,residential,,0.0723677419691078
245,residential,,0.19587832313489398
246,residential,,0.2012448441542271
247,residential,,0.06688431525757656
248,residential,,0.10530390292081415
249,residential,,0.16040513907842358
250,residential,,0.28720619270167036
251,residential,,0.11628400395312584
252,residential,,0.13940966295970741
253,residential,,0.007754712979236086
254,residential,,0.10524324018571268
255,residential,,0.06887585636145971
256,residential,,0.07380025654158699
257,residential,,0.22173257243473324
258,residential,,0.28910813900523524
259,residential,,0.007463630585353593
260,residential,,0.3156104850348907
261,residential,,0.2692848990235441
262,residential,,0.2071401935418506
263,residential,,0.4610787137698454
264,residential,,0.6152769681728458
265,residential,,0.13938958068981644
266,residential,,0.2986160139197261
267,residential,,0.21796724511212684
268,residential,,0.3055054617038685
269,residential,,0.13857722234833733
270,residential,,0.13696656023377413
271,residential,,0.4180680748801021
272,residential,,0.05701717543235011
273,residential,,0.42156963716826157
274,residential,,0.2017059471671941
275,residential,,0.1299999755533286
276,residential,,0.10592065204879898
277,residential,,0.10499937837416712
278,residential,Sec EE Ph 4,0.1300457878027556
279,residential,Sec EE Ph 4,0.29911228775931703
280,residential,,0.09577560089005141
281,residential,,0.6525722621766884
282,residential,,0.3581800361219939
283,residential,,0.3290167747409085
284,residential,,0.1387951645033263
285,residential,,0.6673167809842663
286,residential,,0.4324077775113001
287,residential,,0.08570374054835196
288,residential,,0.03658705750811853
289,residential,,0.4169413919061543
290,tertiary,2nd Avenue,0.07068386735862198
291,residential,Ú©ÙØ¢Ù¾Ø±ÛÙ¹Ù ÛØ§Ø¤Ø³ÙÚ¯ Ø³ÙØ³Ø§Ø¦Ù¹Û,0.02047231798059899
292,residential,,0.9759618451439732
293,residential,,0.3238735321813496
294,residential,,0.17506384479584286
295,residential,,0.07104368870915287
296,residential,,0.1710160373656913
297,residential,,0.0034690137746484213
298,residential,,0.0027144942408309372
299,residential,,0.37050824430538587
300,residential,,0.4655202254774881
301,residential,,0.37407150967623654
302,residential,,0.13751846210636554
303,residential,,0.05560240839149159
304,residential,,0.2226278767358449
305,residential,,0.055296132280835734
306,residential,,0.25356813556285046
307,residential,,0.11968049059254159
308,residential,,0.1680926733155714
309,residential,,0.12555989152741143
310,residential,,0.13626528761810436
311,residential,,0.37315376950165596
312,residential,,0.12283669937725472
313,residential,,0.08725729283272192
314,residential,,0.11297665020903039
315,residential,,0.4715894921714779
316,residential,,0.09966887091515435
317,residential,,0.0642092147325042
318,residential,Jallo Road,1.018351145748841
319,service,,0.9817327228690371
320,residential,,0.4087501612346139
321,unclassified,,0.7829649307962844
322,service,,0.28419522851512913
323,service,,0.7217362510076053
324,trunk,Lahore Sargodha Road,0.9303380112501967
325,residential,,0.053727571557573954
326,residential,,0.02873945842448989
327,service,Street 87,0.06992027564700673
328,residential,,0.06497709235609647
329,residential,,0.06419174329332855
330,residential,,0.331194531101121
331,residential,,0.2651117560752704
332,residential,,0.2812127950651145
333,residential,,0.1292849576741045
334,residential,,0.10250024387675703
335,residential,,0.3595812696145657
336,residential,,0.2957388878460845
337,residential,,0.3271581054434027
338,residential,,0.15909196649574256
339,residential,,0.18928616352498193
340,residential,,0.1410859374416055
341,residential,,0.2188831620850694
342,residential,,0.15292266532303442
343,residential,,0.1888657927264454
344,residential,,0.08478290757090447
345,tertiary,2nd Avenue,0.349681605818519
346,residential,Ú©ÙØ¢Ù¾Ø±ÛÙ¹Ù ÛØ§Ø¤Ø³ÙÚ¯ Ø³ÙØ³Ø§Ø¦Ù¹Û,0.19220847794805707
347,residential,,0.22710737349169421
348,residential,,0.1386371197880236
349,residential,Cop Housing socity,0.6831388922541631
350,residential,,0.06298664582697024
351,residential,,0.1035328171737553
352,residential,,0.20625391468743187
353,residential,,0.2107941306434023
354,residential,,0.08067429682432928
355,residential,,0.2256086253743119
356,residential,,0.3036995327747738
357,residential,,0.6088121985254217
358,residential,,0.17450260183635613
359,residential,,0.1966932629772897
360,residential,,0.35711023657313695
361,residential,,0.10962377574728015
362,residential,,0.3842096155020558
363,residential,Johar Town,1.3781716831281925
364,residential,,0.23048794923597235
365,residential,,0.2063343106957053
366,residential,,0.16938005019508687
367,residential,,0.2103203181840854
368,residential,,0.09506086245661287
369,residential,Wattoo Street,0.5253417837880502
370,tertiary,,0.6559352991134829
371,residential,,0.12091271681740759
372,residential,,0.10433320083942181
373,residential,,0.41512465497191314
374,residential,,0.3604038811231127
375,residential,,0.2688219605953626
376,residential,,0.10009234876878984
377,residential,,0.1625130734073818
378,residential,,0.12706667234756028
379,residential,,0.03201206543543871
380,residential,,0.06666110102117578
381,residential,,0.1793991674863022
382,residential,,0.24292395198777678
383,tertiary,,0.40277640944304544
384,tertiary,Ramgarh Bazar,0.652756015723254
385,tertiary,Darass Bharay Mian,0.35026867802150596
386,tertiary,Salman Nadwi Road,0.12600905412451205
387,residential,Khalid Shah Street,0.5397696381797122
388,residential,,0.042518052332337464
389,secondary_link,,0.01114213897141876
390,residential,,0.3327900360201258
391,residential,,0.04106129130850995
392,living_street,,0.11453171744217254
393,residential,,0.2454808349583104
394,living_street,,0.07081984870932811
395,residential,,0.05543623730529088
396,residential,,0.9915196915602948
397,residential,,0.039140561450151705
398,residential,,0.16072799298910723
399,construction,,0.1700469216630742
400,construction,,0.16947015441732272
401,residential,,0.08746307629571362
402,residential,,0.1166014496430605
403,residential,,0.05101528795592129
404,residential,,0.2541790406471015
405,motorway_link,,0.10603495292935658
406,tertiary,,0.1854756615013079
407,secondary,Abu Bakar Road,0.08601835777870427
408,service,,0.22762188492155053
409,footway,,0.005849783415452306
410,service,,0.20901605336975665
411,service,,0.08996649149586103
412,service,,0.09670593248748256
413,residential,,0.22358753661456343
414,residential,,0.18091936005327172
415,residential,,0.31515679527054474
416,service,,0.1432886199758302
417,residential,,0.1306208308107723
418,residential,,0.07971540261712468
419,residential,,0.13673163004949937
420,residential,,0.04913989544579991
421,residential,,0.03233287305039518
422,residential,,0.21605163010753023
423,residential,,0.026182479504236682
424,residential,,0.19611036533539028
425,service,,0.16855590920261218
426,residential,,0.37054713446355614
427,service,,0.08846197595497846
428,residential,,0.13890624444001132
429,residential,,0.11646611820976574
430,residential,,0.06655909606193997
431,residential,,0.09000998916278224
432,footway,,0.010159740174828583
433,footway,,0.009895851405456565
434,residential,,0.08790587061589523
435,residential,,0.3998704958128458
436,footway,,0.18446884086091725
437,footway,,0.029577975525659703
438,footway,,0.007455056172655755
439,footway,,0.06950567939478647
440,footway,,0.013524056696192244
441,footway,,0.07103173437914426
442,residential,,0.3217759354268621
443,residential,,0.5045771744357377
444,residential,,0.07310890908178035
445,residential,,0.5033593507079097
446,residential,,1.5570845884041826
447,residential,,0.5570383634542341
448,residential,,0.5041062818527661
449,residential,,0.15675641508693203
450,residential,Ø§Ø³Ù¹Ø±ÛÙ¹ 19,0.2834519153514565
451,residential,,0.017142228351913473
452,residential,St 11 Sec Y Ph 3,0.31019188913778006
453,residential,,0.20597351943966796
454,residential,,0.16120871728125427
455,residential,,0.05160878781091833
456,residential,,0.1599670671922067
457,footway,,0.006200340187719447
458,residential,,0.2563307788731259
459,residential,,0.19993341576347362
460,footway,,0.007856894483294125
461,service,,0.07806588835794645
462,residential,,0.06779178361234708
463,residential,,0.3596066858811714
464,footway,,0.005190859364442356
465,residential,,0.20842980324257107
466,residential,,0.7179423639863528
467,residential,,0.7003594908658148
468,service,,0.008868861977482646
469,service,,0.07736689573605694
470,residential,,0.17477922059397646
471,residential,Dhillon Rd,0.1490105500089917
472,residential,,0.2934120192835312
473,motorway_link,ÙØ§ÛÙØ± ÙØ´Ø±ÙÛ Ø¨Ø§Ø¦Û Ù¾Ø§Ø³,0.26833641010051046
474,motorway_link,ÙØ§ÛÙØ± ÙØ´Ø±ÙÛ Ø¨Ø§Ø¦Û Ù¾Ø§Ø³,0.13662174192131568
475,residential,,0.37595946886691806
476,footway,,0.08121705517019669
477,footway,,0.01890866435595692
478,footway,,0.03700736892475337
479,residential,,0.17368888944749028
480,residential,,0.19680032387586835
481,residential,,0.0535080588409921
482,residential,Feroz Din Street,0.30701569225820274
483,living_street,,0.11268270294976511
484,residential,,0.06648575620710911
485,residential,,0.16522550394632785
486,residential,,0.2603850865714049
487,residential,,0.5931408166273284
488,residential,,0.796048212883867
489,residential,,0.06732179400650827
490,tertiary,,0.40843882608369114
491,primary,Ø³Ø±Ú©ÙØ± Ø±ÙÚ,0.5729157974957968
492,residential,Sarhandi Road,1.2211171811158714
493,secondary,Gulshan-e-Ravi Road,0.4175786688361402
494,residential,,0.03018063332450616
495,residential,,0.09038295578564066
496,residential,,0.09211720022262815
497,residential,,0.15551861557187663
498,residential,,0.04027002079935281
499,secondary_link,,0.06480487555233558
500,secondary_link,,0.08057060140134964
501,residential,,0.14142576569893225
502,living_street,,0.1554290085339354
503,residential,,0.14366238297001718
504,residential,,0.10933135293398451
505,residential,,0.1496288864350889
506,residential,,0.5381935249362861
507,residential,,0.08053808546629725
508,residential,,0.031812864654779165
509,residential,,0.049586631850345626
510,residential,,0.06054648919996831
511,residential,,0.06282707981586594
512,primary_link,,0.056181979978033925
513,tertiary,Outer Circular Road,0.2156012299502206
514,primary,Lake Road,0.6566739934504525
515,primary,Lytton Road,1.2657219350883384
516,residential,Ittehad Park Road,0.2882614210649347
517,secondary,McLeod Road ÙÛÚ©ÙÙÚ Ø±ÙÚ,1.6802128461678734
518,secondary,Fane Road ÙÛÙ Ø±ÙÚ,0.5235152987861911
519,service,,0.0815421564396809
520,living_street,,0.16066932977628204
521,living_street,Ganga Ram Street,0.18817916018083325
522,residential,,0.035421048623569186
523,residential,,0.2400986281584418
524,residential,,0.031993036746325525
525,residential,,0.0868248414620016
526,residential,,0.07272169500245178
527,residential,,0.04894207957549629
528,residential,,0.03943388981459879
529,residential,,0.08605415673254521
530,residential,,0.11532033766087588
531,residential,,0.2470987593202546
532,residential,,0.07267139086859303
533,residential,Dogaje Rd,0.9784333770766901
534,residential,,0.045200851552032156
535,residential,,0.06158200040909111
536,residential,,0.3511105655596456
537,residential,,0.1559300158486496
538,residential,,0.05729477317261976
539,residential,,0.11908891858988056
540,residential,,0.31536488933576357
541,residential,,0.04569625674791526
542,residential,,0.07608365698142244
543,residential,,0.037654315719959405
544,residential,,0.04514465747967745
545,residential,,0.08977805378482427
546,residential,,0.04106503285051375
547,residential,,0.04127064564195415
548,residential,,0.08614050004142954
549,residential,,0.598913436535396
550,residential,,0.10719344386277038
551,residential,,0.08895965036109585
552,residential,,0.10154823796145235
553,residential,,0.09723323522586216
554,residential,,0.10578080012841377
555,residential,,0.052348152051915425
556,residential,,0.07460525603993522
557,residential,,0.047461853840685304
558,residential,,0.10213380502601328
559,residential,,0.16790782031233925
560,residential,,0.14288170931411096
561,residential,,0.019775649863373292
562,residential,,0.04390009780865933
563,residential,,0.08312207009418605
564,residential,,0.10377057051570907
565,residential,,0.05868436383968886
566,residential,,0.13992733745185532
567,residential,,0.15480121177147976
568,residential,,0.19875614932044647
569,residential,,0.18582832729705742
570,residential,,0.08004151927638152
571,residential,,0.09127408945257275
572,residential,,0.08279114521267851
573,residential,,0.16361209462960746
574,residential,,0.04601288665260382
575,residential,,0.3671978934813863
576,residential,,0.0425274466386959
577,residential,,0.1821869622454211
578,residential,,0.1417667926452918
579,residential,,0.11169145949470004
580,living_street,,0.13293665458145285
581,living_street,,0.0368605812836461
582,residential,,0.014640771367814722
583,residential,,0.109997631912297
584,residential,,0.1214082031540878
585,residential,,0.08764387732048173
586,residential,,0.04779659470856952
587,residential,,0.1178740270154907
588,residential,,0.11195996863729225
589,residential,,0.13949270567267044
590,residential,,0.05055552598491449
591,residential,,0.19009402456614458
592,residential,,0.09407652225369927
593,residential,,0.09787217714928596
594,residential,,0.15140226349752897
595,residential,,0.1113271434296761
596,residential,,0.07643885627562282
597,residential,,0.2715311194119064
598,primary_link,,0.016562322613824777
599,motorway_link,,0.2593394917352704
600,motorway,ÙØ§ÛÙØ± Ø±ÙÚ¯ Ø±ÙÚ,6.054893328450273
601,motorway_link,,0.3791685627283631
602,motorway_link,,0.22717448096097462
603,motorway,ÙØ§ÛÙØ± Ø±ÙÚ¯ Ø±ÙÚ,0.0518179151339005
604,motorway,ÙØ§ÛÙØ± Ø±ÙÚ¯ Ø±ÙÚ,0.074788962961324
605,motorway,ÙØ§ÛÙØ± Ø±ÙÚ¯ Ø±ÙÚ,0.5037968418722919
606,motorway_link,,0.3966733771531862
607,residential,,1.0880451843250392
608,motorway,ÙØ§ÛÙØ± Ø±ÙÚ¯ Ø±ÙÚ,0.07699316321828019
609,motorway,ÙØ§ÛÙØ± Ø±ÙÚ¯ Ø±ÙÚ,6.057548419184171
610,motorway_link,,0.3912746235010327
611,motorway,ÙØ§ÛÙØ± Ø±ÙÚ¯ Ø±ÙÚ,1.4080552157809116
612,service,,0.04286766030202598
613,service,,0.02262726326391808
614,service,,0.13200623587118543
615,tertiary,Outer Circular Road,0.031995662747711366
616,tertiary,Outer Circular Road,0.030267473094428746
617,living_street,,0.16913442619692778
618,living_street,,0.056403229824805064
619,living_street,,0.036616435016369554
620,living_street,,0.037701358516713274
621,living_street,,0.2545560969178375
622,living_street,,0.03999863152364674
623,living_street,,0.10758521253083811
624,living_street,,0.2339048777931742
625,living_street,,0.08091760610634217
626,living_street,,0.15632398871755457
627,living_street,,0.07981216270531523
628,living_street,,0.15122658837337793
629,living_street,,0.06806052698806966
630,living_street,,0.13000805847370034
631,living_street,,0.1666723458999894
632,living_street,,0.24866530185233018
633,living_street,,0.10226256095711216
634,living_street,,0.09412760037081325
635,living_street,,0.26859278946428766
636,living_street,,0.4445396290881604
637,living_street,,0.08802510024012068
638,living_street,,0.08027031731559216
639,living_street,,0.1072147538636266
640,living_street,,0.038914293596585894
641,living_street,,0.03557783811869355
642,living_street,Street No 10,0.25284129101312725
643,living_street,,0.07307539681886953
644,living_street,,0.03872194307187584
645,living_street,,0.07466299327022537
646,living_street,,0.06496321404546113
647,residential,,0.3538806172878553
648,residential,,0.13725449531773376
649,tertiary,B/C Diagonal Road,0.20704710282303462
650,residential,,0.2803045350541254
651,living_street,,0.17623826825507802
652,living_street,,0.024801820216782393
653,living_street,Raza St No 5,0.11052278550749114
654,living_street,,0.1516719178882081
655,living_street,,0.1476726971137861
656,living_street,,0.044303159964941385
657,living_street,,0.1226872103233601
658,living_street,,0.1497202002749247
659,living_street,Raza St No 4,0.0664407402044265
660,living_street,,0.10380075686771906
661,living_street,,0.13131173330529242
662,living_street,,0.03570780289409405
663,living_street,,0.03283228899535211
664,living_street,,0.05580084852602396
665,living_street,Raza St No 3,0.11933958544229338
666,living_street,,0.07461173565473153
667,living_street,Raza St No 7,0.09402538308274919
668,living_street,,0.12737441304488809
669,living_street,,0.11549637350932669
670,living_street,,0.07623667897975794
671,living_street,,0.06403099356271506
672,living_street,Raza St No 4,0.004580448105282459
673,living_street,Raza St No 4,0.029597133056076506
674,living_street,Naazir St,0.29694722837818666
675,living_street,Raza St No 6,0.18129597337481831
676,living_street,Raza St No 4,0.14214758249896847
677,living_street,,0.10850247219458489
678,living_street,,0.0838554282221064
679,living_street,Raza St No 1,0.031220331318526754
680,living_street,,0.2981629073732921
681,living_street,,0.04578501944491903
682,living_street,,0.14194513723265875
683,living_street,,0.117861051493868
684,living_street,,0.16999167363428863
685,living_street,,0.06583080281621163
686,living_street,,0.07116746165228258
687,living_street,,0.1328783588771742
688,residential,,0.024235660149990793
689,residential,,0.05452147553672577
690,residential,,0.008464915249740813
691,residential,,0.052650410302846076
692,residential,,0.1424679957217059
693,residential,,0.0978576305102425
694,residential,,0.19287776866202863
695,residential,,0.12816026575391398
696,residential,,0.08201047877609531
697,residential,,0.05943504945648003
698,residential,,0.05452862257150193
699,residential,,0.050237861742586376
700,residential,,0.17174229062575438
701,residential,,0.1092402139324236
702,residential,,0.252919511450176
703,residential,,0.09698663310391618
704,residential,,0.19432418197707177
705,residential,,0.1703783662230645
706,residential,,0.059926884282998735
707,residential,,0.42346292295502125
708,residential,,0.07128652172063168
709,residential,,0.14951708763429672
710,residential,,0.09971635902273443
711,residential,,0.06740716391257492
712,residential,,0.08272826691318047
713,residential,,0.5691005574325894
714,residential,,0.06637216119408818
715,residential,,0.1250629461654146
716,residential,,0.19283848839750936
717,residential,,0.06203253540121793
718,residential,,0.5218558823808417
719,residential,Valancia Town,0.3227181088559539
720,residential,,0.9111119133068653
721,residential,,0.08639393584043073
722,residential,,0.20287666601818627
723,residential,,0.40723776604881073
724,residential,,0.12187183147553293
725,residential,,0.03777304780028677
726,residential,,0.05649015964583536
727,residential,,0.057879997357934684
728,residential,,0.09821740959140784
729,residential,,0.7815470435640577
730,residential,,0.15751221000388996
731,residential,,0.1146951687116989
732,residential,,0.07277535866187436
733,residential,,0.191689045347492
734,residential,,0.1607824071890647
735,residential,,0.13341964639448778
736,residential,,0.11117562130372273
737,unclassified,,0.31367809525630475
738,residential,,0.48453590934169827
739,residential,,0.1357805633404781
740,residential,,0.16123018832420388
741,residential,,0.3088563110701853
742,unclassified,,0.38240621230121974
743,service,,0.11735152896950787
744,secondary,Ali Zeb Road,0.22331072745990735
745,residential,,0.15022262916794715
746,residential,,0.2674929931394628
747,service,,0.13648533470043306
748,residential,,0.026315590096548273
749,residential,,0.08918900632144852
750,residential,,0.05787400505462123
751,residential,,0.0731380776372577
752,service,,0.07042589348668692
753,living_street,,0.07115075399539685
754,service,,0.07678465004688599
755,residential,,0.1496860218938347
756,residential,,0.08479072636025389
757,residential,,0.043430165329125525
758,residential,,0.21337069888868596
759,secondary,Wahdat Road,0.014870741156885022
760,residential,,0.13422476808410103
761,residential,,0.17501175323982046
762,primary,ÙÛØ± Ø³ÚÚ©â,0.3759774723865794
763,trunk,Beijing Underpass,0.1808844670551539
764,trunk,ÙÛØ± Ø³ÚÚ©â,0.05493112975534948
765,unclassified,,0.19921074847614073
766,unclassified,,0.20310743868401906
767,residential,,0.0759365306572551
768,residential,,0.1035573573298358
769,residential,,0.16177791836465785
770,residential,,0.7086848711596386
771,service,,0.06359624277960804
772,residential,,0.13334114261082086
773,unclassified,,0.28016056829612834
774,service,,0.061011382413479906
775,residential,,0.12745298253666099
776,unclassified,,0.2732644278942129
777,unclassified,,0.28398976243197005
778,residential,Karim Blk,0.3870574530762692
779,residential,,0.15207248114309593
780,residential,,0.07931861153751008
781,residential,,0.10028509304652047
782,residential,,0.13851551217650154
783,residential,,0.10985304555375273
784,primary,Noor-ul-Amin Road,0.20180072662912377
785,tertiary,Mustafa Town,0.05888881949259877
786,residential,,0.15053389012338056
787,residential,,0.19268359453135206
788,residential,,0.07841445634903002
789,residential,,0.13989842750672632
790,residential,,0.23144882325515007
791,residential,,0.0483598553508126
792,residential,,0.18335538412102556
793,residential,,0.09473500086417415
794,residential,,0.2451448710920721
795,residential,,0.23442256189746175
796,residential,Musa Khan Baloch Street,0.1401033819591135
797,residential,,0.15184375267613576
798,residential,,0.05500248514869293
799,residential,,0.1123249140570133
800,residential,,0.20498705389546287
801,residential,Karim Blk,0.39501036274256746
802,residential,,0.1389363081443775
803,residential,,0.4689168282099011
804,residential,,0.38017363592801
805,tertiary,Mustafa Town,0.21782801212075512
806,residential,Karim Blk,0.38562846921620725
807,residential,,0.6095060689843725
808,residential,,0.3807031816542845
809,residential,,0.13077571113618233
810,residential,,0.037818046109348545
811,residential,,0.29608308072831435
812,residential,,0.0787978691757087
813,residential,,0.1625314994811711
814,residential,,0.13653315126614882
815,residential,,0.13688509669824048
816,steps,,0.03102439150229477
817,residential,,0.09235323230120247
818,steps,,0.031020819379279807
819,service,,0.0902750346954135
820,residential,,0.09557429723518375
821,residential,,0.2247668366448161
822,tertiary,Ú©Ø´ÙÛØ± Ø±ÙÚ,0.0115523515996831
823,tertiary,Ú©Ø´ÙÛØ± Ø±ÙÚ,0.004624394711590917
824,residential,,0.12314312433593133
825,primary,Ø³Ø±Ú©ÙØ± Ø±ÙÚ,0.23942625370794063
826,service,,0.08288535612287871
